股票名,股票代码,所属行业,题材关键词,公司信息,主营构成,总市值,市盈率估值,市净率估值," 市销率估值",市现率估值,综合估值状态,最新一期 ROE,价格,估算合理价格,当前价格是否合理,合理价格与当时价的价格差,预约财报披露日期,历史波动率,净利润增长率 (%),营收增长率 (%),最新负债率 (%),最新股息率 (%),净利润 3 年复合增长率 (%),营收 3 年复合增长率 (%),上市以来年化收益率 (%),预测净利润同比增长 (%),预测营收同比增长 (%),机构评级,每股收益预测
杰瑞股份,002353.SZ,石油天然气,石油天然气设备制造及服务行业、各产业协同的一体化发展优势、持续创新的体系优势、良好的财务状况抵御行业寒冬、油田技术综合服务供应商、整体毛利率较高、成本优势、技术优势、拟出资十亿元设立天然气产业链项目投资基金,"公司简介:
    烟台杰瑞石油服务集团股份有限公司凭借在装备制造、技术服务、工程承包、投资运营等方面的实力,我们为客户提供高效灵活的一体化解决方案,解决客户所面临的压力和挑战。在全球,我们的业务已遍及70余个国家和地区,超过5000名的优秀员工,始终秉承“以客户为中心,以奋斗者为本,自我批判、勇争第一”的核心价值观,与客户和合作伙伴携手建设美好世界。
主营业务:
    油田专用设备制造,油田、矿山设备维修改造及配件销售和海上油田钻采平台工程作业服务。
所属概念:
    QFII重仓,深成500,融资融券,海工装备,页岩气,油气设服,中证500,一带一路,深股通,可燃冰,天然气,富时罗素,分拆预期,标准普尔","按行业:
    油田服务及设备: 87.76%
    油田工程及设备: 12.24%
按产品:
    油气装备制造及技术服务: 79.89%
    维修改造及贸易配件: 14.39%
    环保服务: 5.49%
    其他业务收入: 0.23%
按地区:
    国内: 71.21%
    国外: 28.79%",316.76 亿,估值较低,估值中等,估值较低,估值中等,估值较低,16.23,33.07,--,--,--,2021-04-28 00:00:00,0.42739202617326405,24.22910890626,19.7753890548,39.5337603689,0.547112462006,192.1505815628,37.5542089012,14.8721,20.4971254784,15.5498983156,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:2.130000 预测市盈率:15.471592
2022 | 预测每股收益:2.583158 预测市盈率:12.808960
2023 | 预测每股收益:2.982667 预测市盈率:10.942350"
新天科技,300259.SZ,通用设备,供水服务行业、技术与管理优势、创新优势、营销优势、中标智能燃气表采购项目、拟斥资不低于3000万元回购公司股份,"公司简介:
    新天科技股份有限公司创建于2000年,注册资本11.7亿元,公司于2011年8月在深圳证券交易所创业板挂牌上市(股票简称:新天科技,股票代码:300259)。
    新天科技通过了ISO9001质量管理体系认证、ISO14001环境体系认证,通过了国际CE认证、国家质量安全体系3C认证、研发体系CMMI3认证,公司获得了 “高新技术企业”、“省高新技术特色产业基地首批骨干企业”、“省科技创新十佳单位”、“优秀创新型企业”、“河南省著名商标”、“全国电子信息行业标杆企业”、“物联网十强企业”等荣誉,2012-2014年连续三年上榜《福布斯中国最具潜力上市公司100强》,2015年上榜《中国最具投资价值的科技上市企业100强》。新天科技研发中心被认定为 “省级智能计量仪表工程技术研究中心”、“省级企业技术中心”,并获批设立“博士后科研工作站”。
    新天科技拥有国家专利、软件著作权800余项,“以市场为中心,不断创新,拥有核心技术”是公司的核心竞争理念,公司注重研发和研发团队建设。从2001年新天研发出非接触式IC卡智能表,2004年研发出零功耗智能表,到2010年新天研发出自动路由智能表系统,2014年研制出基于GIS的智慧能源管控系统,十余年的技术积累,逐步确立了新天科技在智慧能源和智能表领域的技术优势。
    新天的产品涵盖智慧能源及智能表两大类。其中,智慧能源包含智慧水务、智慧节水、智慧农业与水利、智慧热力、智慧燃气;智能表包含智能水表、热量表、智能气表、智能电表以及支持智能表运行的系统、配套设备及软件。新天科技的智慧能源为发改委、工信部重点科技攻关项目,智能表被住建部列为“全国建设行业科技成果推广项目”。
    新天公司先进的OA办公系统、ERP管理系统、CRM客户关系管理系统、IPD产品研发管理系统、MES生产管理系统、BPM业务过程管理系统等等信息化系统支持了新天的高速和稳定的发展。新天科技以“质量精益求精”赢得了客户的口碑,新天产品销售覆盖全国三十多个省市自治区和部分出口国外,有近千客户在使用公司的产品;新天科技以“迅速反应、马上行动”的工作作风赢得了客户的好评;新天的技术支持服务体系保证了客户无后顾之忧。
    传承“厚德载物,天道酬勤”的核心理念,新天将不断拼搏、锐意进取,为中华民族高科技产业发展做出积极贡献!
主营业务:
    智能计量仪表及系统的研发、生产、销售和技术服务,涵盖智能水表、热量表、智能燃气表及智能电表四大系列。
所属概念:
    物联网,智能电网,证金持股,雄安新区,创业板综,传感器","按行业:
    智能计量表行业: 99.58%
    其他: 0.42%
按产品:
    智能水表及系统: 43.90%
    工商业智能流量计: 17.64%
    智能燃气表及系统: 16.24%
    其他: 22.22%
按地区:
    华东地区: 32.56%
    华中地区: 15.52%
    华北地区: 15.51%
    其他: 36.42%",51.26 亿,估值较低,估值较低,估值较低,估值较低,估值较低,16.17,4.36,--,--,--,2021-04-24 00:00:00,0.5096121963850596,38.749613691054,1.1578166265,17.9631886678,2.027027027027,33.0649460124,17.0482441312,11.917,16.1564221934,85.3489480331,"3月内:
6月内:买入
1年内:买入","2021 | 预测每股收益:0.376667 预测市盈率:11.849992
2022 | 预测每股收益:0.476667 预测市盈率:9.365888
2023 | 预测每股收益:0.000000 预测市盈率:0.000000"
思源电气,002028.SZ,输变电设备,输配电设备行业、发展战略明确、客户资源优势、技术领先优势、智能电网、品牌认可度高、下属企业集岑合伙以29.67亿元揽入北京矽成、中标国家电网合同、中标4.91亿元国家电网项目,"公司简介:
    思源电气股份有限公司成立于1993年12月,是国内知名专业从事电力技术研发、设备制造、工程服务的上市公司(股票代码002028),荣膺国家重点火炬计划高新技术企业、中国能源装备十佳民企、上海市创新型企业等荣誉称号。思源电气致力于向全球客户提供一流的电气设备与服务,帮助客户安全、可靠、高效地使用和维护电力,产品线覆盖输配电一次、二次设备专业领域,公司主导产品及核心技术处于世界先进水平。思源电气业务涉及电力、冶金、铁路、石化、煤炭、港口等多个行业,为上海磁悬浮、上海世博会、秦山核电站、云广800千伏特高压直流输电工程、溪浙±800千伏特高压直流输电工程、晋东南-南阳-荆门1000千伏特高压扩建工程、北京奥运会、巴西世界杯、中石油新疆独山子千万吨炼油工程等国内外重大工程提供了优质的电力设备和可靠的技术保障。思源电气紧跟国家“一带一路”和“全球能源互联网”战略,加速国际市场拓展步伐,陆续获得欧洲电力体系、英国国家电网、荷兰国家电网、俄罗斯国家电网、意大利国家电网、墨西哥国家电网、印度国家电网等客户高度认可,建立了遍及亚洲、美洲、欧洲、非洲等全球各地的分支机构和地区网络,依托完整的产品序列,专业的工程设计能力,为全球60多个国家和地区的电力系统主流运营商、工业、发电客户提供创新的产品、解决方案及EPC工程总包服务。高瞻远瞩,发展未来!思源电气坚持以客户需求为导向,立志做世界领先的产品,提供客户满意的服务,持续为客户创造价值和成功,成就世界级的思源品牌。
主营业务:
    输配电设备的研发、生产、销售及服务
所属概念:
    新能源,深成500,智能电网,太阳能,长江三角,风能,融资融券,充电桩,中证500,超级电容,证金持股,深股通,富时罗素,标准普尔,半导体,特高压,磁悬浮概念","按行业:
    输配电设备行业: 100.00%
按产品:
    开关类及相关产品: 45.82%
    线圈类及相关产品: 19.67%
    无功补偿类及相关产品: 14.77%
    其他: 19.75%
按地区:
    华东地区: 21.38%
    华北地区: 17.73%
    海外地区: 16.28%
    其他: 44.61%",247.79 亿,估值中等,估值较高,估值中等,估值中等,估值中等,16.15,32.47,--,--,--,2021-04-24 00:00:00,0.4517964576209497,67.393952049565,15.5550135728,39.4063378103,0.64308681672,55.2985313683,17.9330620766,22.9461,35.6917204377,23.7496383198,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.661667 预测市盈率:18.740271
2022 | 预测每股收益:2.018333 预测市盈率:15.424460
2023 | 预测每股收益:2.513333 预测市盈率:12.382756"
一心堂,002727.SZ,医药商业,医药流通行业、集中化多维度领先、立体化的店群经营、全渠道经营网络、久康一心、出资设立一心堂医药投资公司,"公司简介:
    一心堂药业集团股份有限公司创始人阮鸿献先生的事业起步于1981年,至今已经营药品及相关产业近40年。在阮鸿献先生的悉心经营下,公司现已成长为以零售药店连锁经营为核心产业,集药材加工与销售、中西成药批发为一体的大型医药上市公司(股票代码:002727)。截止2018年10月18日,鸿翔一心堂及其全资子公司共拥有直营连锁门店5507家,遍及云南、贵州、广西、四川、山西、重庆、天津、上海、海南、河南10个省、市、自治区,员工达32000人。2017年含税销售逾90亿元,拥有1800万会员,800多万微信粉丝,年服务上亿人次的顾客。在中国医药零售行业权威杂志《中国药店》发布的《2017-2018中国药店发展报告》中,一心堂位列中国药店直营连锁100强领先地位、价值榜100强第二位。在2018年海南西普会金奖颁奖盛典上,一心堂喜获“中国药品零售企业创新力冠军”“中国药品零售企业综合竞争力第1名”的金奖殊荣。
    一心堂,药真价实品种全。依托规模直营优势,一心堂每年通过大批量的采购带给消费者价格尽量低的药品。通过完善的五级质量管理体系,进入一心堂销售的药品都会受到全程质量监控与跟踪,确保药品质量可控。18年来,一心堂不断丰富商品种类,经营过的商品超过8万个,正常在库商品超过5万种,全力做到让消费者想买的药品,都可以在一心堂买到。
改善民众的健康状况是一心堂的使命所在,全面转型大健康药店以来,公司始终以健康类产品经营为核心,致力于为广大民众提供专业、全面的健康解决方案。在全面发展线下业务的同时,一心堂积极迎接互联网和移动互联网化,建设全渠道的销售网络、全渠道沟通网络和全渠道的服务网络。
    除了向社会源源不断地提供健康类产品和服务外,作为一家具有社会责任感的企业,一心堂从2002年起举办健康万里行活动,活动历经15年时光,累计行程超过60万公里,成为名副其实的健康新长征。在每届健康万里行活动中,一心堂都会投入200万元以上用于普及全民健康意识,截至目前,一心堂通过健康万里行活动已帮扶弱势会员上万人,累计帮扶弱势会员支付购药款达五百余万元,让许多弱势人群通过健康万里行的爱心帮扶在生病时得到及时治疗。
主营业务:
    医药零售连锁和医药批发业务,其中医药零售连锁是公司的核心业务。
所属概念:
    基金重仓,生物疫苗,股权激励,深成500,融资融券,中药,电商概念,医疗器械,深股通,互联医疗,富时罗素,标准普尔","按行业:
    零售收入: 92.81%
    批发收入: 5.18%
    其他(补充): 2.01%
按产品:
    中西成药: 69.82%
    医疗器械及计生、消毒用品: 10.74%
    中药: 8.86%
    其他: 10.58%
按地区:
    西南地区: 83.33%
    华南地区: 9.78%
    华北地区: 4.43%
    其他: 2.47%",263.46 亿,估值中等,估值中等,估值中等,估值中等,估值中等,15.81,44.19,--,--,--,2021-04-29 00:00:00,0.45091791881893684,30.805908634187,20.7765226618,38.0327532174,0.666666666667,23.1741275011,17.755235156,36.5055,22.7562953182,19.3374924504,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.633409 预测市盈率:27.666141
2022 | 预测每股收益:1.995091 预测市盈率:22.651338
2023 | 预测每股收益:2.457333 预测市盈率:18.338497"
山大华特,000915.SZ,化学制药,医药行业、医药产业方面优势、环保产业方面优势、儿童用药、医药卫生、高校概念,"公司简介:
    山东山大华特科技股份有限公司是山东大学的独资公司山东山大产业集团有限公司控股的企业,为深交所上市公司,股票代码000915。公司先后获得山东省高新技术企业、中国环境保护产业骨干企业、中国环境保护协会常务理事单位、中国环境保护产业AAA级信用企业等荣誉称号。顺利通过了ISO9001质量管理体系认证、ISO4001环境管理体系认证以及ISO8001职业健康安全管理体系认证。公司拥有两个省级技术研发中心,曾多次承担国家“863”计划项目、科技部重大科技专项、山东省环境瓶颈解析与突破项目、山东省科技攻关项目、山东省技术创新项目、山东省科技发展计划项目等国家及省部级科研项目。曾多次荣获国家科技发明奖、国家科技进步奖、山东省科技进步奖等奖项。公司拥有国家专利和著作权六十余项。公司多个产品先后被列入国家级新产品、国家重点新产品、山东省重点领域“首台套”。
主营业务:
    环保、医药、电子信息和教育产业
所属概念:
    节能环保,融资融券,二胎概念,深股通,富时罗素,消毒剂","按行业:
    医药产品: 61.73%
    环保设备及工程: 19.15%
    教育: 11.55%
    其他: 7.57%
按产品:
    医药产品: 61.73%
    环保设备及工程: 19.15%
    教育: 11.55%
    其他: 7.57%
按地区:
暂无数据",67.91 亿,估值较低,估值较低,估值中等,估值较低,估值较低,15.79,28.98,--,--,--,2021-04-24 00:00:00,0.4586453909434238,42.456347571141,1.1714845586,20.5609614237,1.220362622036,6.1340636341,1.0046561737,13.3818,27.2541878721,15.0994461551,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.580000 预测市盈率:18.163857
2022 | 预测每股收益:1.980000 预测市盈率:14.484110
2023 | 预测每股收益:2.430000 预测市盈率:11.790574"
长高集团,002452.SZ,输变电设备,"输变电设备行业、清晰的战略发展理念及不断完善的产品种类、研发实力雄厚,技术创新能力强、良好的口碑及一流的质量和服务、高压隔离开关龙头、光电互感器新品引领未来增长、下属全资子公司中标国家电网采购、子公司中标1.06亿元国家电网相关项目设备、拟定增募资不超3.87亿元","公司简介:
    湖南长高高压开关集团股份公司成立于1998年,是一家电力设备制造、工程服务、新能源汽车运营及电力交易运营等产业链齐全的综合集团。长高集团于2010年7月在深交所挂牌上市,是国家认定企业技术中心、国家火炬计划重点高新技术企业、中国电器工业协会理事单位。作为国家电网、南方电网公司集中规模招标合格供应商,长高分别在国家级望城经开区、宁乡高新技术产业园区和衡阳白沙洲工业园设立三大生产基地。近年来,伴随着国家“一带一路”发展战略的深入推进,长高将价值服务延伸到全世界,业务范围已遍布亚洲、欧洲、南美洲、非洲等多个国家,为构建全球能源互联网贡献智慧与力量。现公司主营业务为电力设备,电力工程服务,新能源汽车业务,房地产业务,耐磨材料业务。
主营业务:
    电力设备,电力工程服务,新能源汽车业务,房地产业务,耐磨材料业务
所属概念:
    预盈预增,智能电网,水利建设,特斯拉,充电桩,特高压","按行业:
    输变电设备: 83.93%
    电力能源设计与服务、总包: 8.00%
    新能源发电: 3.30%
    其他: 4.77%
按产品:
    输变电设备产品: 83.93%
    电力设计与服务: 5.01%
    新能源发电: 3.30%
    其他: 7.76%
按地区:
    华东地区: 30.25%
    华中地区: 26.91%
    华北地区: 15.02%
    其他: 27.83%",31.26 亿,估值较低,估值中等,估值较低,估值中等,估值较低,15.72,5.86,--,--,--,2021-04-28 00:00:00,0.41611710297099,47.054245921884,34.7331797963,59.3943770436,1.196581196581,51.8151422916,3.3260329918,2.2312,28.9414704255,27.3270321362,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.515000 预测市盈率:11.359176
2022 | 预测每股收益:0.670000 预测市盈率:8.723783
2023 | 预测每股收益:0.865000 预测市盈率:6.764785"
仙琚制药,002332.SZ,化学制药,甾体药物、营销模式日趋成熟、研发技术储备充足、管理机制有效匹配、新药研发、国内甾体药物龙头、原料具备成本转移能力、销售网络优势、原料药和制剂一体化、产品链完整、心脏起搏器,"公司简介:
    浙江仙琚制药股份有限公司(股票代码:002332)前身为仙居制药厂,创建于1972年,是国内甾体药物专业生产厂家,是国家计划生育药物定点生产厂家、国家火炬计划重点高新技术企业、全国守合同重信用企业等。占地面积净650亩,现有员工3900余人,其中技术人员占15%,销售人员占35%,是原料药和制剂综合生产厂家。
    公司产品独树一帜,主营业务为甾体原料药和制剂的研制、生产与销售。主要生产皮质激素类药物、性激素类药物(妇科及计生用药)和麻醉与肌松类药物等三大类。共有近200个品种,拥有300吨原料药、100亿片片剂、5亿粒胶囊、5亿支水针、2000万支冻干粉针剂、3500万支乳膏剂、6000万袋颗粒剂的生产能力。
    目前,公司全部产品均已通过国家GMP认证。维库溴铵、醋酸泼尼松、泼尼松龙、醋酸甲羟孕酮等13个产品获得美国FDA认证通过;醋酸环丙孕酮、泼尼松龙、炔诺酮等9个产品获得了欧盟CEP证书;泼尼松龙、二丙酸倍他米松、戊酸倍他米松通过了韩国KFDA认证;小容量注射剂生产线及综合固体制剂生产线。
主营业务:
    甾体原料药和制剂的研制、生产与销售。
所属概念:
    深成500,长江三角,融资融券,证金持股,深股通,养老金,富时罗素,标准普尔,地塞米松,辅助生殖","按行业:
    医药: 99.75%
    其他(补充): 0.25%
按产品:
    皮质激素: 47.81%
    妇科及计生用药: 20.69%
    麻醉及肌松用药: 13.18%
    其他: 18.32%
按地区:
    国内销售: 66.80%
    国外销售: 33.20%",134.43 亿,估值较低,估值中等,估值较高,估值较低,估值较低,15.25,13.59,--,--,--,2021-04-28 00:00:00,0.4325805822610712,23.256587129805,5.9447832489,47.1583961014,0.676066229924,41.0658517585,13.991382479,14.1487,23.4678653912,7.5788928275,"3月内:买入
6月内:买入
1年内:买入","2020 | 预测每股收益:0.537778 预测市盈率:26.747227
2021 | 预测每股收益:0.673333 预测市盈率:21.443735
2022 | 预测每股收益:0.827778 预测市盈率:17.443724"
中航电测,300114.SZ,通用设备,应变电测与控制行业、行业领先地位、应变电测产品、拟斥资5000万元至1亿元回购公司股份、实控人成为国有资本投资公司试点企业之一,"公司简介:
    中航电测仪器股份有限公司是中国航空工业集团公司控股企业,是以研制电阻应变计、精密电阻、应变式传感器、称重仪表和软件、航空机载和地面测试系统、机动车性能及环保检测系统、机动车驾驶员智能化培训系统、远程联网监管网络平台、车载称重控制系统、工业自动化系统、精密机电控制产品和物联网应用等军民用测量和控制产品及系统解决方案为主的高新技术企业。历经45年发展,2010年8月27日公司在深圳证券交易所创业板成功上市。通过多年快速发展、资本化运作和结构调整,公司现拥有三家控股子公司、两家海外分支机构、两家分公司和三个事业部,形成了以力、电、光、温度、位移、卫星定位、图像识别等多参数测量、分析和控制的集成开发为核心技术、服务支持全球客户的集团化企业。
主营业务:
    以应变计、传感器、称重仪表等电测产品为核心。
所属概念:
    军工,智能机器,国企改革,无人驾驶,深股通,军民融合,创业板综,富时罗素,传感器","按行业:
    传感控制: 44.80%
    智能交通: 29.84%
    航空军品: 22.76%
    其他: 2.60%
按产品:
    传感控制: 44.80%
    智能交通: 29.84%
    航空军品: 22.76%
    其他: 2.60%
按地区:
    国内: 82.84%
    国外: 17.16%",79.10 亿,估值较低,估值中等,估值中等,估值较低,估值较低,15.07,13.39,--,--,--,2021-04-28 00:00:00,0.504512815334455,23.580535566638,13.9288587968,32.6786323305,0.368459837878,26.5757393494,12.3505240047,11.9446,28.3783123262,20.0615083931,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:0.577500 预测市盈率:23.788190
2022 | 预测每股收益:0.708750 预测市盈率:19.558695
2023 | 预测每股收益:0.910000 预测市盈率:15.047621"
中科创达,300496.SZ,计算机软件,信息服务行业、技术和人才优势、客户资源及产业链整合优势、全球化业务布局优势,"公司简介:
    中科创达软件股份有限公司是全球领先的智能平台技术提供商。自2008年成立以来,公司致力于提供卓越的智能终端操作系统平台技术及解决方案,助力并加速智能手机、智能物联网、智能汽车等领域的产品化与技术创新。
终端设备的智能化已成为必然趋势,而设备端到云端的互联互通正在逐渐渗透到生产生活的各个层面。无论是手机、机器人、无人机、汽车,还是智能电网、智慧物流,都需要更领先、安全可靠的智能操作系统与之匹配。
源于多年在Android、Linux、Windows和HTML5等操作系统技术的研发与创新,中科创达形成了从硬件驱动、操作系统内核、中间件到上层应用全面的技术体系。积累了丰富的研发经验和众多自有知识产权,具备强有力的技术开发和服务能力。核心技术涵盖了通信协议栈、深度学习、图形图像算法、操作系统优化和安全技术等多个方面。
中科创达与智能终端产业链中的芯片、元器件、终端、软件与互联网厂商以及运营商等全球领先企业拥有紧密的合作关系,具有独特的垂直整合优势。作为一家技术驱动型企业,中科创达不但坚持自我创新,也注重扶持创新。一方面与高通、英特尔、微软等分别运营了多个联合实验室,为元器件适配和终端测试提供先进的资源和技术支持;同时与ARM、高通分别成立合资公司——安创空间加速器、重庆创通联达,为智能硬件企业及创新创业者提供产业平台,推动智能硬件技术发展;并与临空投、天使基金、北极光共同成立产业投资基金,整合资源助力创新。
目前,中科创达拥有一支对操作系统技术有深入理解的国际化专业团队。公司总部位于北京,分子公司及研发中心分布于全球20个地区。包括深圳、上海、南京、成都、重庆、武汉、西安、沈阳、大连、台北、香港、美国硅谷、日本东京、韩国首尔、芬兰赫尔辛基、保加利亚索菲亚、马来西亚槟城、印度。可以为全球客户提供便捷、高效的技术服务和本地支持。
主营业务:
    开发计算机软件;销售自行开发的产品;技术咨询、技术服务;计算机软件技术培训;商务咨询。
所属概念:
    基金重仓,物联网,深成500,预盈预增,融资融券,创业成份,智能穿戴,国产软件,中证500,无人机,5G概念,虚拟现实,人工智能,无人驾驶,区块链,车联网,深股通,MSCI中国,创业板综,百度概念,华为概念,边缘计算,富时罗素","按行业:
    软件和信息服务: 100.00%
按产品:
    技术服务收入: 36.44%
    软件开发收入: 36.31%
    商品销售及其他: 22.66%
    其他: 4.58%
按地区:
    中国: 55.98%
    欧美: 22.06%
    日本: 15.35%
    其他: 6.61%",550.81 亿,估值中等,估值中等,估值较高,估值中等,估值中等,15.04,130.17,--,--,--,2021-04-29 00:00:00,0.596522650796522,86.611951351286,43.8471244043,21.0612897841,0.170015455951,78.4451785107,31.2479627483,80.6859,45.2710077876,40.5251332818,"3月内:买入
6月内:买入
1年内:买入","2021 | 预测每股收益:1.527647 预测市盈率:84.995147
2022 | 预测每股收益:2.135588 预测市盈率:61.003714
2023 | 预测每股收益:2.912414 预测市盈率:44.845876"
佳华科技,688051.SH,互联网服务,软件和信息技术服务业、物联网实施能力、海量数据资源、技术先进性、自愿锁定股份、股利分配、稳定股价措施,"公司简介:
    罗克佳华科技集团股份有限公司,股票代码:688051,聚焦物联网技术的研发与应用,深耕物联网领域十余年,积累了丰富的物联网解决方案经验,通过持续研发投入和技术创新,形成了拥有自主知识产权的智能终端、云链数据库、物联网IoT平台及人工智能AI算法等核心技术,是一家打通感知层、网络层和应用层全产业链条的物联网技术企业。
    作为国家环境保护工业污染源监控工程技术中心、物联网应用技术国家地方联合工程研究中心,公司由国家“海外高层次人才”专家领衔,把握世界前沿技术,创新研发方向,建立了院士工作站,并与多家知名高校、科研院所合作设立了产、学、研、用的合作基地。
    佳华科技核心技术涉及物联网、大数据、区块链、人工智能等多个前沿科技领域,秉承“高科技要深入基层、面向应用”的理念,关注国计民生领域,取得显著成绩。公司目前拥有自主开发的专利及软件著作权300余项,承担国家政府专项和课题50余项,其中独立承担国家火炬计划、国家科技支撑计划、国家科技进步和产业升级专项等国家级课题11项,是多项国家标准和行业标准的参与编制单位,并持续对上述领域进行研发投入,确保公司的核心技术保持行业前沿。
    佳华科技主营业务包括智慧环保、智慧城市、建筑智能化、智能脱硫运营、环保监控与信息化。基于多年在建筑智能化、环保监控和信息化及智能脱硫运营方面的经验积累和技术开发,依托自运营的物联网数据中心,公司业务已逐步迭代、聚焦到智慧环保和智慧城市业务领域,并向物联网大数据运营模式发展。在智慧环保领域,为全国几十个城市提供智慧环保服务,并将不断拓展到全国大气污染重点治理城市及周边城市,打造具有影响力的全国生态环境动态数据库和运营体系,为政府、商业、民用等提供智慧环保大数据AI分析服务。在智慧城市领域,公司以环保为切入点,结合在人工智能AI技术应用中“事件分析”的优势,横向拓展,构建智慧城市。完善城市的“视觉、听觉、嗅觉”等数据,打通城市管理中的数据孤岛,形成高效的协同配合,为城市提供精细化管理。
    中共中央总书记习近平、国务院总理李克强等党和国家领导人多次莅临视察,给予企业大力支持和鼓励。《人民日报》头版和中央电视台《新闻联播》就佳华科技事迹进行了专题报道,受到行业关注。未来,公司将持续进行科技创新,不断拓展智慧环保、智慧城市领域的应用,构建物联网大数据服务平台,全面迎接时代发展新机遇。
主营业务:
    建筑智能化、智能脱硫运营、智慧环保、智慧城市、环保监控与信息化。
所属概念:
    节能环保,物联网,云计算,智能电网,融资融券,智慧城市,大数据,人工智能,区块链,华为概念,传感器,数据中心","按行业:
    智慧环保: 60.89%
    智慧城市: 38.83%
    其他(补充): 0.12%
    其他: 0.16%
按产品:
    感知及平台建设: 64.48%
    数据运营服务: 33.84%
    其他(补充): 0.12%
    其他: 1.55%
按地区:
    华东地区: 28.81%
    华北地区: 27.67%
    华西地区: 26.30%
    其他: 17.21%",53.67 亿,估值较低,估值较低,估值较低,估值较低,估值较低,14.71,69.4,--,--,--,2021-04-30 00:00:00,0.5966075624964117,48.881071165595,32.3719625959,25.0832669135,0.956824512535,70.3968030968,27.0496026765,38.7176,85.8651141878,65.2557817127,"3月内:
6月内:买入
1年内:增持","2021 | 预测每股收益:4.256667 预测市盈率:16.883133
2022 | 预测每股收益:6.140000 预测市盈率:11.691450
2023 | 预测每股收益:0.000000 预测市盈率:0.000000"
宝通科技,300031.SZ,互联网服务,移动游戏、行业首家智能输送全栈式服务商、全球领先的智能输送技术创新型企业、行业领先的品牌和口碑、领先的商业模式、领先的市场品牌、领先的市场占比、与哈视奇签署业务合作协议、拟至少回购1亿元,"公司简介:
    无锡宝通科技股份有限公司成立于2000年,注册资本39,676.79万元,公司始终坚持“科技创新、差异化发展”的策略,不断延伸服务范围、拓展业务领域,目前,公司已形成移动互联网业务和现代工业散货物料智能输送与服务两个业务板块共同发展的集团化企业。公司现代输送服务业务板块旗下拥有无锡百年通工业输送有限公司、无锡宝通工程技术服务有限公司、百年通(澳洲)输送系统服务有限公司、无锡宝强工业织造有限公司等,是国内领先的高强力橡胶输送带生产制造商及工业散货物料输送系统总包服务一体化提供商,公司专注于该领域内的产品研发、生产、销售与服务。公司坚守“让工业散货物料输送更绿色”企业使命,公司立足国内、放眼全球,以全球化的视野和思维,不断提升工业散货物料输送服务的数字化与智能化水平,打造高端化的产品与服务,满足客户个性化需求,实现专业化工业输送服务的商业定制,立志成为“全球领先的智能输送服务商”。公司移动互联网业务板块旗下拥有广州易幻网络科技有限公司、海南高图网络科技有限公司等,子公司易幻网络自成立以来一直专注于移动网络游戏的海外发行和运营,已在全球发行近240多款游戏,覆盖全球130多个国家、十几种语言,是中国最早出海的手游发行商之一,也是国内海外移动游戏成功发行数量最多的厂商。公司拥有百余款游戏,热门游戏30余款,类型涉及MMORPG、ARPG、SLG、CAG、SIM等,语言覆盖繁体中文、英文、日语、韩语等语种。公司致力于创造伟大而新颖的产品,覆盖全球市场,以丰富的内容和炫酷的科技给用户带来不一样的娱乐方式,以多元化和本地化的产品满足用户个性的需求,将中国的游戏带给全世界,让中国的文化影响世界,让人们的娱乐生活更丰富多彩。
主营业务:
    移动网络游戏发行及运营业务和现代输送服务业务
所属概念:
    网络游戏,转债标的,股权激励,长江三角,手游概念,虚拟现实,人工智能,增强现实,无人驾驶,深股通,创业板综,工业互联,富时罗素,光刻胶,云游戏","按行业:
暂无数据
按产品:
    手机游戏运营: 63.13%
    输送带制造及服务: 36.87%
按地区:
    境外: 79.97%
    境内: 20.03%",63.56 亿,估值较低,估值较低,估值较低,估值中等,估值较低,14.52,16.02,--,--,--,2021-04-24 00:00:00,0.4319679749650517,35.843597000275,10.3220348149,33.7042158047,1.841609347237,29.4182449424,19.1208799755,9.9629,33.9377799856,15.0303568117,"3月内:买入
6月内:买入
1年内:买入","2020 | 预测每股收益:1.028571 预测市盈率:15.819667
2021 | 预测每股收益:1.387143 预测市盈率:11.487065
2022 | 预测每股收益:1.720000 预测市盈率:9.270029"
